SEX_clean,EDUCATION_clean,MARRIAGE_clean,age_group,limit_group,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,max_delay,avg_delay,recent_delay,late_payment_count,severe_delay_count,is_ever_late,total_bill,avg_bill,max_bill,bill_std,bill_trend,total_payment,avg_payment,max_payment,payment_std,payment_trend,payment_ratio,credit_utilization,bill_to_limit_ratio,payment_to_limit_ratio,recent_pay_to_bill_ratio,actual_default,predicted_default,default_probability,actual_label,predicted_label
Male,Graduate School,Married,41-50,Very High,500000.0,42,-1,-1,-1,-1,-1,-1,29365.0,94120.0,36511.0,18323.0,7865.0,7960.0,94135.0,36575.0,18323.0,13445.0,9016.0,7077.0,0,0.0,0,0,0,0,194144.0,32357.333333333332,94120.0,32350.891107768064,21405.0,178571.0,29761.833333333332,94135.0,33263.79728423481,87058.0,0.9197863441521767,0.06471466666653723,0.3882879999992234,0.3571419999992857,3.205687042288245,0,0,0.18439469130725422,Tidak Default,Tidak Default
Female,University,Married,31-40,High,160000.0,39,0,0,-2,-2,-1,-1,106260.0,0.0,0.0,0.0,390.0,86188.0,0.0,0.0,0.0,390.0,86188.0,3272.0,0,0.0,0,0,0,0,192838.0,32139.666666666668,106260.0,50043.90473041314,20072.0,89850.0,14975.0,86188.0,34910.53043996897,-3272.0,0.4659351372630605,0.2008729166654112,1.205237499992467,0.5615624999964902,0.0,0,0,0.2668823720032535,Tidak Default,Tidak Default
Female,Graduate School,Married,31-40,Very High,570000.0,39,-2,-2,-2,-2,-2,-2,2394.0,3872.0,3635.0,5130.0,7563.0,4889.0,3882.0,3653.0,5145.0,7573.0,4894.0,4232.0,0,0.0,0,0,0,0,27483.0,4580.5,7563.0,1758.9288501812687,-2495.0,29379.0,4896.5,7573.0,1431.2563362305161,-350.0,1.068988101696722,0.008035964912266604,0.04821578947359962,0.05154210526306747,1.6215538840344388,0,0,0.25085700175404757,Tidak Default,Tidak Default
Female,University,Single,20-30,Medium,130000.0,26,0,0,0,2,2,2,131336.0,123443.0,132517.0,133747.0,134230.0,131986.0,6000.0,12600.0,4900.0,5105.0,0.0,5050.0,2,1.0,0,3,3,1,787259.0,131209.83333333334,134230.0,3954.9806278497326,-650.0,33655.0,5609.166666666667,12600.0,4038.737942311517,950.0,0.04274959066832802,1.0093064102486464,6.055838461491878,0.258884615382624,0.045684351586421965,0,0,0.5601558989763391,Tidak Default,Tidak Default
Male,University,Single,51-60,Low,50000.0,53,0,0,0,0,0,0,50302.0,49440.0,49891.0,20503.0,20159.0,20268.0,2100.0,1793.0,700.0,731.0,735.0,616.0,0,0.0,0,0,0,0,210563.0,35093.833333333336,50302.0,16197.55519103629,30034.0,6675.0,1112.5,2100.0,654.6683893392135,1484.0,0.03170072614831808,0.7018766666526292,4.211259999915775,0.13349999999733,0.04174784302728027,0,0,0.37383681254013834,Tidak Default,Tidak Default
Female,High School,Married,31-40,High,160000.0,36,1,-1,-1,-1,-1,-1,0.0,17029.0,1283.0,4404.0,0.0,535.0,17029.0,1283.0,4404.0,0.0,535.0,0.0,1,0.16666666666666666,1,1,0,1,23251.0,3875.1666666666665,17029.0,6651.509164593151,-535.0,23251.0,3875.1666666666665,17029.0,6651.509164593151,17029.0,0.9999999999569911,0.024219791666515292,0.14531874999909175,0.14531874999909175,17029000000.0,0,0,0.3918362604239686,Tidak Default,Tidak Default
Female,University,Single,31-40,Medium,110000.0,33,0,0,0,0,0,0,104151.0,106217.0,108884.0,112149.0,112507.0,114200.0,3791.0,4368.0,5500.0,3971.0,6280.0,10300.0,0,0.0,0,0,0,0,658108.0,109684.66666666667,114200.0,3942.4354232715937,-10049.0,34210.0,5701.666666666667,10300.0,2447.2159419770596,-6509.0,0.05198234940153899,0.9971333333242686,5.982799999945612,0.31099999999717276,0.036399074420443406,1,0,0.27164151241773654,Default,Tidak Default
Female,University,Married,31-40,High,230000.0,32,0,0,0,0,2,0,87764.0,73526.0,72376.0,76870.0,75211.0,76645.0,2630.0,2614.0,6000.0,0.0,3000.0,2800.0,2,0.3333333333333333,0,1,1,1,462392.0,77065.33333333333,87764.0,5525.062593913907,11119.0,17044.0,2840.6666666666665,6000.0,1906.4927659623224,-170.0,0.036860499316517456,0.33506666666520984,2.010399999991259,0.07410434782576476,0.029966728954583126,1,0,0.4620245002220502,Default,Tidak Default
Female,Graduate School,Single,20-30,High,200000.0,29,1,-1,-1,-1,-1,-1,55788.0,8360.0,4897.0,5065.0,19468.0,0.0,8394.0,4927.0,5089.0,19561.0,0.0,125.0,1,0.16666666666666666,1,1,0,1,93578.0,15596.333333333334,55788.0,20742.973370919284,55788.0,38096.0,6349.333333333333,19561.0,7230.4443754631475,8269.0,0.4071042338967802,0.07798166666627676,0.4678899999976605,0.1904799999990476,0.15046246504354946,0,0,0.3731285735693145,Tidak Default,Tidak Default
Female,High School,Married,20-30,Medium,90000.0,25,0,0,0,0,0,0,25806.0,16919.0,17566.0,8718.0,6432.0,2655.0,1619.0,1266.0,1048.0,1032.0,1655.0,0.0,0,0.0,0,0,0,0,78096.0,13016.0,25806.0,8587.108826607475,23151.0,6620.0,1103.3333333333333,1655.0,603.6892136411473,1619.0,0.0847674656821762,0.14462222222061533,0.867733333323692,0.07355555555473828,0.0627373479011572,0,0,0.25794574618214455,Tidak Default,Tidak Default
Female,University,Married,31-40,High,150000.0,37,-2,-1,-1,-2,-2,-1,0.0,1771.0,0.0,730.0,626.0,2718.0,1771.0,0.0,730.0,626.0,2718.0,0.0,0,0.0,0,0,0,0,5845.0,974.1666666666666,2718.0,1072.8221505294653,-2718.0,5845.0,974.1666666666666,2718.0,1072.8221505294653,1771.0,0.9999999998289135,0.006494444444401147,0.038966666666406885,0.038966666666406885,1771000000.0,0,0,0.3810263352878461,Tidak Default,Tidak Default
Male,University,Single,20-30,Medium,60000.0,24,0,0,0,0,0,0,47757.0,26340.0,16532.0,15782.0,17782.0,9450.0,1468.0,2000.0,0.0,2000.0,0.0,0.0,0,0.0,0,0,0,0,133643.0,22273.833333333332,47757.0,13606.361106727494,38307.0,5468.0,911.3333333333334,2000.0,1017.0401499777021,1468.0,0.04091497497032456,0.37123055554936835,2.2273833332962103,0.09113333333181445,0.03073894926333859,0,0,0.284508620396723,Tidak Default,Tidak Default
Male,Graduate School,Married,31-40,Very High,350000.0,35,0,0,0,2,-1,2,15193.0,19734.0,5338.0,3042.0,2418.0,2233.0,5197.0,3000.0,0.0,2500.0,0.0,5000.0,2,0.6666666666666666,0,2,2,1,47958.0,7993.0,19734.0,7556.596217874818,12960.0,15697.0,2616.1666666666665,5197.0,2288.7918574362907,197.0,0.32730722715027094,0.022837142857077608,0.13702285714246565,0.04484857142844329,0.34206542484420027,0,0,0.4888985326682793,Tidak Default,Tidak Default
Male,Graduate School,Single,20-30,Very High,250000.0,29,0,0,0,0,0,0,70887.0,67060.0,63561.0,59696.0,56875.0,55512.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,0.0,0,0,0,0,373591.0,62265.166666666664,70887.0,6004.421617996747,15375.0,18000.0,3000.0,3000.0,0.0,0.0,0.04818103219818416,0.2490606666656704,1.4943639999940226,0.071999999999712,0.04232087688797212,0,0,0.19491869186800187,Tidak Default,Tidak Default
Male,Graduate School,Married,51-60,Very High,260000.0,51,1,-2,-2,-2,-2,-2,-200.0,-200.0,-200.0,6682.0,1718.0,1512.0,0.0,0.0,6882.0,1734.0,1512.0,0.0,1,0.16666666666666666,1,1,0,1,9312.0,1552.0,6682.0,2666.6296330761793,-1712.0,10128.0,1688.0,6882.0,2666.78683062595,0.0,1.0876288658625828,0.00596923076920781,0.035815384615246866,0.03895384615369633,0.0,0,0,0.43502880419397805,Tidak Default,Tidak Default
Male,Graduate School,Single,20-30,Low,50000.0,28,0,0,-1,-1,-1,-1,18771.0,10655.0,1659.0,6524.0,29949.0,3268.0,10000.0,1659.0,6546.0,29949.0,3268.0,399.0,0,0.0,0,0,0,0,70826.0,11804.333333333334,29949.0,10795.95327271597,15503.0,51821.0,8636.833333333334,29949.0,11007.403715984376,9601.0,0.7316663372104643,0.23608666666194494,1.4165199999716696,1.0364199999792716,0.5327366682364958,0,0,0.2714199501574455,Tidak Default,Tidak Default
Male,University,Married,41-50,Medium,100000.0,49,0,0,0,2,0,0,34704.0,30906.0,28325.0,22160.0,18842.0,17023.0,2011.0,2028.0,10.0,558.0,1044.0,12.0,2,0.3333333333333333,0,1,1,1,151960.0,25326.666666666668,34704.0,7058.086190084864,17681.0,5663.0,943.8333333333334,2028.0,917.989197467305,1999.0,0.037266385890778714,0.25326666666413405,1.519599999984804,0.0566299999994337,0.05794721069450359,0,0,0.5642195538347277,Tidak Default,Tidak Default
Female,High School,Married,31-40,Low,50000.0,31,0,0,0,0,0,0,29731.0,30329.0,26823.0,27454.0,27286.0,27858.0,1500.0,1500.0,1500.0,1000.0,956.0,1000.0,0,0.0,0,0,0,0,169481.0,28246.833333333332,30329.0,1433.069909902049,1873.0,7456.0,1242.6666666666667,1500.0,282.35202614230815,500.0,0.043993131973235976,0.5649366666553679,3.3896199999322074,0.1491199999970176,0.050452389759831406,0,0,0.3277921038923045,Tidak Default,Tidak Default
Female,University,Married,31-40,Medium,100000.0,35,-2,-2,-2,-2,-2,-2,3835.0,1891.0,1799.0,1728.0,6000.0,0.0,1891.0,1799.0,1728.0,6000.0,0.0,330.0,0,0.0,0,0,0,0,15253.0,2542.1666666666665,6000.0,2084.6977158971195,3835.0,11748.0,1958.0,6000.0,2140.3075479939794,1561.0,0.7702091391352384,0.02542166666641245,0.15252999999847472,0.1174799999988252,0.4930899607579948,0,0,0.2964806386237803,Tidak Default,Tidak Default
Male,Graduate School,Married,31-40,High,210000.0,37,-1,-1,-1,-1,-1,-1,3094.0,565.0,1188.0,2667.0,546.0,578.0,565.0,1188.0,2667.0,546.0,578.0,2769.0,0,0.0,0,0,0,0,8638.0,1439.6666666666667,3094.0,1150.0133332560395,2516.0,8313.0,1385.5,2769.0,1060.6938766675332,-2204.0,0.9623755497843973,0.00685555555552291,0.041133333333137456,0.03958571428552578,0.18261150608189675,0,0,0.3532754403716639,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Medium,130000.0,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,1,0.16666666666666666,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1313.0,218.83333333333334,1313.0,536.0300053790521,-1313.0,1313000000.0,0.0,0.0,0.010099999999922308,0.0,0,1,0.6163184659041068,Tidak Default,Default
Female,University,Married,31-40,Very High,260000.0,32,-2,-2,-2,-2,-2,-2,1249.0,0.0,0.0,0.0,1178.0,1692.0,0.0,0.0,0.0,1178.0,1692.0,810.0,0,0.0,0,0,0,0,4119.0,686.5,1692.0,772.380152515586,-443.0,3680.0,613.3333333333334,1692.0,727.9534783670359,-810.0,0.8934207329707645,0.00264038461537446,0.01584230769224676,0.014153846153791715,0.0,1,0,0.3953165279617059,Default,Tidak Default
Male,University,Married,51-60,Very High,360000.0,51,-1,-1,-1,-1,0,0,14093.0,10575.0,7675.0,18602.0,20461.0,33404.0,10575.0,7685.0,18610.0,8000.0,21004.0,0.0,0,0.0,0,0,0,0,104810.0,17468.333333333332,33404.0,9154.310714994694,-19311.0,65874.0,10979.0,21004.0,7735.10594626861,10575.0,0.6285087300770107,0.04852314814801336,0.29113888888808015,0.18298333333282504,0.7503725253139593,0,0,0.21188114995110036,Tidak Default,Tidak Default
Male,University,Married,31-40,Low,30000.0,36,0,0,2,0,0,0,18441.0,19936.0,20803.0,21655.0,22646.0,23764.0,1800.0,1500.0,1500.0,1500.0,1500.0,1500.0,2,0.3333333333333333,0,1,1,1,127245.0,21207.5,23764.0,1909.9259409725812,-5323.0,9300.0,1550.0,1800.0,122.47448713915891,300.0,0.07308735117235972,0.7069166666431028,4.2414999998586165,0.30999999998966665,0.09760858955058789,1,1,0.6821225143983864,Default,Default
Female,Graduate School,Single,31-40,Very High,250000.0,31,1,-2,-2,-2,-2,-2,-129.0,-129.0,-329.0,-329.0,-329.0,-529.0,0.0,200.0,0.0,0.0,200.0,86.0,1,0.16666666666666666,1,1,0,1,-1774.0,-295.6666666666667,-129.0,150.55453054181618,400.0,486.0,81.0,200.0,98.01020355044673,-86.0,0.27395715880836685,-0.0011826666666619361,-0.0070959999999716155,0.0019439999999922239,0.0,0,1,0.6625192755628654,Tidak Default,Default
Male,University,Married,51-60,High,200000.0,51,-1,-1,-1,-1,-1,-1,1690.0,0.0,396.0,792.0,0.0,396.0,0.0,396.0,792.0,0.0,396.0,792.0,0,0.0,0,0,0,0,3274.0,545.6666666666666,1690.0,634.1109261530404,1294.0,2376.0,396.0,792.0,354.1931676359667,-792.0,0.7257177761986201,0.002728333333319691,0.016369999999918148,0.0118799999999406,0.0,1,0,0.43035911896301665,Default,Tidak Default
Female,Graduate School,Single,41-50,Medium,100000.0,42,0,0,0,0,0,0,91141.0,93027.0,94925.0,96837.0,98894.0,100500.0,2635.0,2688.0,2718.0,2854.0,2500.0,0.0,0,0.0,0,0,0,0,575324.0,95887.33333333333,100500.0,3545.5289403228207,-9359.0,13395.0,2232.5,2854.0,1099.7337405026728,2635.0,0.023282532972684466,0.9588733333237446,5.753239999942468,0.1339499999986605,0.028911247407545332,0,0,0.3400014469001838,Tidak Default,Tidak Default
Female,High School,Married,41-50,Low,30000.0,44,0,0,2,2,2,2,25957.0,28914.0,29754.0,28583.0,29739.0,28412.0,3400.0,1600.0,0.0,2220.0,0.0,1100.0,2,1.3333333333333333,0,4,4,1,171359.0,28559.833333333332,29754.0,1395.6385515837067,-2455.0,8320.0,1386.6666666666667,3400.0,1320.7068814338277,2300.0,0.04855303777421347,0.9519944444127112,5.711966666476267,0.2773333333240889,0.13098586122699132,0,1,0.7749087734856522,Tidak Default,Default
Male,University,Single,20-30,Medium,120000.0,28,0,0,0,0,0,0,92677.0,92809.0,93392.0,93609.0,95055.0,96761.0,4516.0,5005.0,5006.0,5014.0,5008.0,4008.0,0,0.0,0,0,0,0,564303.0,94050.5,96761.0,1575.57605338492,-4084.0,28557.0,4759.5,5014.0,417.51634698536054,508.0,0.05060579156933313,0.7837541666601354,4.702524999960812,0.23797499999801688,0.04872837920898682,0,0,0.2955298556434248,Tidak Default,Tidak Default
Female,University,Married,31-40,Medium,110000.0,37,0,0,0,0,0,0,20733.0,21738.0,22760.0,23466.0,24085.0,24584.0,1602.0,1624.0,1330.0,949.0,976.0,988.0,0,0.0,0,0,0,0,137366.0,22894.333333333332,24584.0,1457.8050166831868,-3851.0,7469.0,1244.8333333333333,1624.0,317.5974915937887,614.0,0.054372988948834695,0.20813030302841093,1.2487818181704657,0.06789999999938273,0.07726812327799797,0,0,0.2600947659379008,Tidak Default,Tidak Default
Female,University,Married,20-30,Medium,90000.0,26,2,0,0,0,0,0,89947.0,91929.0,88433.0,88010.0,87814.0,87831.0,5000.0,4300.0,3500.0,3500.0,3700.0,3100.0,2,0.3333333333333333,2,1,1,1,533964.0,88994.0,91929.0,1646.230846509687,2116.0,23100.0,3850.0,5000.0,686.2943974709395,1900.0,0.04326134346127593,0.9888222222112354,5.932933333267412,0.2566666666638148,0.05558829088179052,0,1,0.8691954180948901,Tidak Default,Default
Male,University,Married,41-50,Medium,130000.0,42,1,-2,-2,-2,-2,-2,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,0.0,0.0,0.0,0.0,0.0,1000.0,1,0.16666666666666666,1,1,0,1,-312.0,-52.0,-52.0,0.0,0.0,1000.0,166.66666666666666,1000.0,408.24829046386304,-1000.0,3.2051281948553583,-0.0003999999999969231,-0.0023999999999815384,0.007692307692248521,0.0,1,1,0.6437408358398276,Default,Default
Female,University,Others/Unknown,60+,Medium,60000.0,64,2,0,0,0,0,0,24541.0,25838.0,27022.0,28357.0,28992.0,24505.0,2000.0,2000.0,2000.0,1000.0,1000.0,2000.0,2,0.3333333333333333,2,1,1,1,159255.0,26542.5,28992.0,1906.6257891888486,36.0,10000.0,1666.6666666666667,2000.0,516.3977794943222,0.0,0.06279237700503724,0.4423749999926271,2.6542499999557623,0.16666666666388888,0.08149627154225597,1,1,0.8552913831561668,Default,Default
Female,Graduate School,Single,31-40,Very High,250000.0,35,-2,-2,-2,-2,-2,-2,661.0,661.0,268.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1590.0,265.0,661.0,323.8258791387742,661.0,268.0,44.666666666666664,268.0,109.41054184431529,0.0,0.16855345901348837,0.0010599999999957599,0.00635999999997456,0.001071999999995712,0.0,0,0,0.3536547151369694,Tidak Default,Tidak Default
Female,University,Married,20-30,Low,30000.0,26,1,2,0,0,0,0,30349.0,29580.0,30121.0,12787.0,6840.0,2250.0,0.0,1200.0,256.0,137.0,45.0,0.0,2,0.5,1,2,1,1,111927.0,18654.5,30349.0,12889.733042231714,28099.0,1638.0,273.0,1200.0,464.5763661659943,0.0,0.014634538583052933,0.6218166666459395,3.7308999998756365,0.05459999999818,0.0,0,1,0.6916674129611857,Tidak Default,Default
Male,University,Married,31-40,Very High,310000.0,38,-1,-1,-1,-1,-1,-1,23285.0,1058.0,0.0,1312.0,4836.0,11795.0,1058.0,142.0,1312.0,4836.0,11795.0,0.0,0,0.0,0,0,0,0,42286.0,7047.666666666667,23285.0,9050.118466996257,11490.0,19143.0,3190.5,11795.0,4567.144655033383,1058.0,0.45270302226617076,0.0227344086020772,0.1364064516124632,0.06175161290302661,0.04543697659242272,0,0,0.2468418240921691,Tidak Default,Tidak Default
Female,University,Married,20-30,Low,50000.0,28,1,2,0,0,0,0,41468.0,40507.0,41464.0,35334.0,26875.0,23338.0,0.0,1970.0,1827.0,1044.0,993.0,1999.0,2,0.5,1,2,1,1,208986.0,34831.0,41468.0,7948.627906752209,18130.0,7833.0,1305.5,1999.0,782.9218990422991,-1999.0,0.03748097958697003,0.6966199999860676,4.179719999916405,0.1566599999968668,0.0,0,1,0.6931774781381274,Tidak Default,Default
Female,Graduate School,Married,31-40,Low,50000.0,36,2,0,0,2,2,2,37397.0,40292.0,43073.0,44067.0,44955.0,44081.0,3500.0,3452.0,2000.0,1738.0,0.0,4000.0,2,1.3333333333333333,2,4,4,1,253865.0,42310.833333333336,44955.0,2898.6746224208514,-6684.0,14690.0,2448.3333333333335,4000.0,1498.0608354358199,-500.0,0.057865400901826305,0.8462166666497424,5.077299999898454,0.293799999994124,0.09359039494896408,1,1,0.9085086264029079,Default,Default
Female,University,Single,20-30,Medium,60000.0,25,0,0,0,0,0,0,53447.0,51734.0,50293.0,26667.0,26608.0,27665.0,2025.0,5000.0,2000.0,1000.0,1500.0,1000.0,0,0.0,0,0,0,0,236414.0,39402.333333333336,53447.0,13649.746952477422,25782.0,12525.0,2087.5,5000.0,1496.9761187139893,1025.0,0.052979095992399014,0.6567055555446105,3.940233333267663,0.20874999999652083,0.037888001196739046,0,0,0.33279508060071056,Tidak Default,Tidak Default
Female,High School,Married,31-40,High,230000.0,31,0,0,0,0,0,0,184444.0,182933.0,178409.0,175091.0,171800.0,168476.0,7016.0,5500.0,5125.0,5031.0,4969.0,5071.0,0,0.0,0,0,0,0,1061153.0,176858.83333333334,184444.0,6258.149803789189,15968.0,32712.0,5452.0,7016.0,788.7990872205672,1945.0,0.030826845893070248,0.7689514492720191,4.6137086956321145,0.14222608695590336,0.03803864587604889,0,0,0.2954255884956,Tidak Default,Tidak Default
Female,University,Married,31-40,Low,50000.0,37,0,0,0,0,0,0,48890.0,49083.0,48102.0,91452.0,9551.0,9746.0,1787.0,2247.0,1900.0,382.0,195.0,199.0,0,0.0,0,0,0,0,256824.0,42804.0,91452.0,30560.612945423723,39144.0,6710.0,1118.3333333333333,2247.0,956.2333745831437,1588.0,0.026126841728085666,0.8560799999828784,5.13647999989727,0.134199999997316,0.0365514420119339,0,0,0.39610925453753476,Tidak Default,Tidak Default
Female,University,Married,31-40,High,200000.0,40,0,0,0,0,0,0,22065.0,23382.0,21522.0,8815.0,4280.0,0.0,2000.0,1128.0,4280.0,0.0,0.0,0.0,0,0.0,0,0,0,0,80064.0,13344.0,23382.0,10241.35969488427,22065.0,7408.0,1234.6666666666667,4280.0,1699.6689873815626,2000.0,0.09252597921547105,0.0667199999996664,0.4003199999979984,0.0370399999998148,0.09064128710216898,0,0,0.24180046184404386,Tidak Default,Tidak Default
Male,High School,Married,51-60,Very High,420000.0,59,0,0,0,0,0,0,24389.0,21232.0,24524.0,21318.0,21496.0,19704.0,1733.0,10026.0,1606.0,2006.0,707.0,1037.0,0,0.0,0,0,0,0,132663.0,22110.5,24524.0,1927.9634591972952,4685.0,17115.0,2852.5,10026.0,3546.319712039511,696.0,0.12901110332097862,0.052644047618922274,0.31586428571353364,0.040749999999902975,0.0710566238849048,0,0,0.21587131999308432,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Medium,120000.0,26,0,0,0,0,0,0,103452.0,104546.0,105326.0,111987.0,112652.0,114337.0,4000.0,4000.0,10000.0,4000.0,5000.0,4200.0,0,0.0,0,0,0,0,652300.0,108716.66666666667,114337.0,4782.841651849521,-10885.0,31200.0,5200.0,10000.0,2383.275057562597,-200.0,0.04783075272106725,0.9059722222146726,5.435833333288035,0.25999999999783335,0.03866527471640312,0,0,0.2592129344545039,Tidak Default,Tidak Default
Female,University,Married,41-50,Very High,360000.0,47,-1,-1,-1,-1,0,0,410.0,3620.0,7656.0,56397.0,43882.0,21818.0,3620.0,7656.0,56397.0,0.0,0.0,12117.0,0,0.0,0,0,0,0,133783.0,22297.166666666668,56397.0,23113.55292824248,-21408.0,79790.0,13298.333333333334,56397.0,21624.467703660746,-8497.0,0.5964135951458973,0.06193657407390203,0.37161944444341216,0.2216388888882732,8.829268271148127,0,0,0.2328838569422479,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Low,20000.0,23,-1,0,0,0,0,0,4456.0,7339.0,9662.0,9708.0,4779.0,6968.0,3000.0,4029.0,5514.0,3000.0,3000.0,8000.0,0,0.0,0,0,0,0,42912.0,7152.0,9708.0,2271.634037427684,-2512.0,26543.0,4423.833333333333,8000.0,2010.7326442534986,-5000.0,0.618544929142931,0.35759999998212,2.14559999989272,1.3271499999336425,0.6732495510158775,0,0,0.36418634431079977,Tidak Default,Tidak Default
Male,High School,Married,41-50,Low,50000.0,45,0,0,0,0,0,0,29287.0,29875.0,15028.0,5639.0,6389.0,7130.0,1600.0,1700.0,1250.0,1000.0,1000.0,1000.0,0,0.0,0,0,0,0,93348.0,15558.0,29875.0,11377.443790236892,22157.0,7550.0,1258.3333333333333,1700.0,320.02604060711474,600.0,0.08088014740454129,0.3111599999937768,1.8669599999626607,0.15099999999698,0.05463174787261817,0,0,0.27871737262613533,Tidak Default,Tidak Default
Male,High School,Others/Unknown,41-50,Medium,60000.0,43,0,0,0,0,0,0,70367.0,66657.0,63553.0,59633.0,55689.0,52778.0,2415.0,3000.0,2125.0,2007.0,3000.0,1758.0,0,0.0,0,0,0,0,368677.0,61446.166666666664,70367.0,6674.465564123218,17589.0,14305.0,2384.1666666666665,3000.0,521.7200079225127,657.0,0.03880090160211024,1.0241027777607095,6.144616666564256,0.23841666666269307,0.034320064802616,0,0,0.36066263111714386,Tidak Default,Tidak Default
Female,University,Single,20-30,Very High,260000.0,26,0,0,2,2,0,0,258364.0,279322.0,282092.0,255409.0,257913.0,262004.0,45446.0,9000.0,0.0,9394.0,9628.0,8539.0,2,0.6666666666666666,0,2,2,1,1595104.0,265850.6666666667,282092.0,11731.493573567972,-3640.0,82007.0,13667.833333333334,45446.0,15995.881025022245,36907.0,0.05141169478601307,1.0225025640986314,6.135015384591788,0.3154115384603253,0.17589911907163575,0,0,0.5439004866997146,Tidak Default,Tidak Default
Male,High School,Married,20-30,Low,30000.0,26,1,2,0,0,0,0,30814.0,29551.0,24034.0,21155.0,18413.0,0.0,0.0,1500.0,1150.0,900.0,0.0,0.0,2,0.5,1,2,1,1,123967.0,20661.166666666668,30814.0,11186.30500954925,30814.0,3550.0,591.6666666666666,1500.0,675.5861652422041,0.0,0.028636653302664124,0.6887055555325987,4.132233333195592,0.11833333332938889,0.0,1,1,0.6745200926466557,Default,Default
Female,Graduate School,Single,20-30,Low,50000.0,23,2,2,0,0,2,2,50668.0,46576.0,46225.0,46473.0,45099.0,45116.0,0.0,2120.0,2810.0,1000.0,2083.0,1500.0,2,1.3333333333333333,2,4,4,1,280157.0,46692.833333333336,50668.0,2054.726397033597,5552.0,9513.0,1585.5,2810.0,989.5986560217228,-1500.0,0.03395596040779293,0.9338566666479896,5.603139999887937,0.1902599999961948,0.0,1,1,0.9093754288883803,Default,Default
Male,Graduate School,Married,60+,Medium,90000.0,61,0,0,0,0,0,0,46441.0,46896.0,47463.0,45812.0,41367.0,40278.0,1762.0,1875.0,1500.0,1400.0,1500.0,1258.0,0,0.0,0,0,0,0,268257.0,44709.5,47463.0,3078.5269691851004,6163.0,9295.0,1549.1666666666667,1875.0,229.4902321813865,504.0,0.03464960839778776,0.4967722222167026,2.9806333333002155,0.10327777777663026,0.03794061281975107,0,0,0.26233105614785407,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,Very High,290000.0,31,0,0,0,0,0,0,41879.0,42882.0,43992.0,45061.0,46998.0,51046.0,2000.0,2100.0,2100.0,3000.0,5000.0,2050.0,0,0.0,0,0,0,0,271858.0,45309.666666666664,51046.0,3323.164435694789,-9167.0,16250.0,2708.3333333333335,5000.0,1184.2367443491469,-50.0,0.059773852525731176,0.1562402298845187,0.9374413793071122,0.05603448275842746,0.047756632201156744,0,0,0.19681640852699017,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Low,20000.0,22,0,0,0,0,0,0,16936.0,18139.0,18024.0,18500.0,18067.0,17640.0,2684.0,2000.0,1600.0,361.0,353.0,360.0,0,0.0,0,0,0,0,107306.0,17884.333333333332,18500.0,539.5941684883804,-704.0,7358.0,1226.3333333333333,2684.0,1012.4253388110486,2324.0,0.06857025702133553,0.8942166666219558,5.365299999731735,0.367899999981605,0.15847897967888055,0,0,0.39846539065763326,Tidak Default,Tidak Default
Female,Graduate School,Married,51-60,Medium,110000.0,55,-1,2,2,-1,0,-1,632.0,316.0,0.0,632.0,316.0,632.0,0.0,0.0,948.0,0.0,632.0,0.0,2,0.6666666666666666,0,2,2,1,2528.0,421.3333333333333,632.0,258.0129195731614,0.0,1580.0,263.3333333333333,948.0,420.0146029207397,0.0,0.624999999752769,0.0038303030302682096,0.022981818181609256,0.014363636363505785,0.0,0,1,0.723409480707939,Tidak Default,Default
Male,Graduate School,Single,20-30,Low,50000.0,26,0,0,0,0,0,2,44838.0,45894.0,47121.0,45625.0,49367.0,46001.0,1769.0,1996.0,1800.0,4603.0,0.0,1486.0,2,0.3333333333333333,0,1,1,1,278846.0,46474.333333333336,49367.0,1596.5890725752404,-1163.0,11654.0,1942.3333333333333,4603.0,1490.854072894684,283.0,0.041793678230845004,0.929486666648077,5.576919999888462,0.2330799999953384,0.03945314242295702,1,0,0.5465381220297476,Default,Tidak Default
